age;job;marital;education;default;housing;loan;duration;campaign;pdays;previous;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
54;entrepreneur;married;basic.4y;no;yes;no;150;2;999;1;-0.1;93.2;-42;4.153;5195.8;0
32;services;married;basic.6y;unknown;yes;no;162;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
52;admin.;single;basic.9y;no;yes;no;296;1;6;1;-0.1;93.2;-42;4.153;5195.8;0
40;services;married;high.school;no;yes;no;66;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
30;unemployed;married;high.school;no;no;yes;155;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
30;unemployed;married;high.school;no;no;no;145;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
34;blue-collar;single;high.school;no;yes;no;117;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
33;entrepreneur;single;university.degree;no;yes;no;435;4;999;0;-0.1;93.2;-42;4.153;5195.8;0
32;admin.;married;university.degree;no;yes;no;266;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
37;blue-collar;divorced;basic.6y;no;yes;yes;963;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
52;technician;married;high.school;no;yes;no;385;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
38;blue-collar;divorced;unknown;no;yes;no;125;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
34;blue-collar;single;high.school;no;yes;no;257;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
36;blue-collar;married;basic.9y;no;yes;no;99;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
36;blue-collar;married;basic.9y;no;unknown;unknown;95;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
34;technician;single;university.degree;no;yes;no;82;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
38;blue-collar;divorced;unknown;no;no;no;154;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
40;technician;married;professional.course;no;yes;no;130;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
29;technician;single;high.school;no;yes;no;127;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
39;management;married;high.school;no;yes;no;84;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
38;blue-collar;divorced;unknown;no;no;no;596;1;999;0;-0.1;93.2;-42;4.153;5195.8;1
40;management;married;university.degree;no;no;no;131;2;999;1;-0.1;93.2;-42;4.153;5195.8;0
30;unemployed;married;high.school;no;yes;yes;924;1;999;0;-0.1;93.2;-42;4.153;5195.8;1
52;admin.;divorced;university.degree;no;yes;yes;183;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
30;admin.;divorced;university.degree;no;no;yes;198;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
49;management;married;university.degree;no;yes;no;37;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
49;management;married;university.degree;no;no;no;188;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
47;services;married;high.school;no;yes;no;99;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
49;management;married;university.degree;no;yes;no;197;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
30;admin.;divorced;university.degree;no;no;no;464;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
30;admin.;divorced;university.degree;no;no;no;453;1;999;0;-0.1;93.2;-42;4.153;5195.8;1
39;entrepreneur;married;university.degree;unknown;no;no;54;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
36;housemaid;married;basic.4y;no;no;no;242;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
54;entrepreneur;married;professional.course;no;yes;yes;134;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
41;admin.;married;high.school;no;yes;no;62;4;999;0;-0.1;93.2;-42;4.153;5195.8;0
36;technician;married;high.school;no;no;no;91;2;999;1;-0.1;93.2;-42;4.153;5195.8;0
52;management;married;university.degree;unknown;yes;no;419;1;999;0;-0.1;93.2;-42;4.153;5195.8;1
31;management;single;university.degree;no;no;no;82;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
50;admin.;divorced;basic.9y;no;yes;no;128;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
44;management;married;basic.9y;no;no;no;638;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
33;technician;single;university.degree;no;no;no;113;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
32;technician;divorced;professional.course;no;yes;no;78;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
43;blue-collar;married;basic.9y;no;no;yes;84;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
32;technician;divorced;professional.course;no;yes;no;250;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
32;technician;divorced;professional.course;no;no;no;288;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
57;retired;married;professional.course;no;unknown;unknown;193;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
49;blue-collar;married;basic.4y;no;no;no;34;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
47;admin.;divorced;high.school;no;no;no;352;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
51;services;divorced;high.school;no;no;no;119;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
43;management;married;university.degree;no;yes;no;89;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
41;admin.;single;university.degree;no;no;no;93;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
39;admin.;married;university.degree;no;yes;no;305;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
51;admin.;married;high.school;no;yes;no;109;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
38;technician;married;professional.course;no;yes;no;205;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
48;admin.;married;university.degree;no;yes;yes;122;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
31;student;single;high.school;no;yes;yes;107;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
35;admin.;married;high.school;no;yes;no;17;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
47;services;married;high.school;no;yes;no;103;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
29;blue-collar;divorced;basic.6y;no;yes;no;272;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
54;retired;married;high.school;no;yes;no;145;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
47;technician;married;professional.course;no;no;no;233;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
54;retired;married;high.school;no;no;no;172;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
49;management;married;basic.9y;no;unknown;unknown;336;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
30;services;married;basic.6y;no;no;no;154;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
39;services;married;basic.9y;no;no;no;109;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
50;self-employed;married;university.degree;no;no;no;103;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
39;admin.;married;high.school;no;yes;no;50;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
37;unemployed;single;university.degree;no;yes;yes;95;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
49;services;married;high.school;no;no;no;48;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
38;blue-collar;married;professional.course;no;yes;no;15;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
51;admin.;married;basic.6y;no;yes;no;122;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
53;self-employed;married;basic.4y;no;no;no;505;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
55;admin.;married;high.school;no;yes;no;106;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
51;entrepreneur;married;basic.9y;no;no;no;125;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
55;admin.;married;high.school;no;yes;no;191;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
44;technician;married;professional.course;no;yes;no;75;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
57;management;married;university.degree;no;yes;yes;609;2;999;1;-0.1;93.2;-42;4.153;5195.8;1
54;entrepreneur;married;professional.course;no;no;no;1855;1;999;0;-0.1;93.2;-42;4.153;5195.8;1
35;management;married;high.school;no;yes;no;159;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
49;admin.;married;basic.9y;no;yes;no;204;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
48;technician;married;university.degree;no;yes;no;82;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
50;management;married;basic.4y;no;yes;no;389;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
46;self-employed;married;basic.4y;no;yes;yes;162;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
31;entrepreneur;divorced;basic.4y;no;no;no;152;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
35;management;married;high.school;no;yes;no;417;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
48;technician;married;university.degree;no;yes;no;208;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
35;management;single;university.degree;no;no;no;52;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
50;entrepreneur;married;basic.9y;no;no;no;59;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
48;technician;married;university.degree;no;no;no;346;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
50;entrepreneur;married;basic.9y;no;yes;no;100;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
35;admin.;divorced;university.degree;no;no;no;35;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
50;entrepreneur;married;basic.9y;no;no;no;2;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
30;admin.;single;university.degree;no;yes;no;288;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
35;admin.;divorced;university.degree;no;yes;no;220;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
32;technician;single;university.degree;no;no;no;77;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
52;management;married;basic.6y;no;yes;no;97;3;999;1;-0.1;93.2;-42;4.153;5195.8;0
51;admin.;married;high.school;no;no;yes;118;2;999;1;-0.1;93.2;-42;4.153;5195.8;0
46;technician;married;basic.9y;no;no;no;530;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
32;management;married;university.degree;no;yes;no;118;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
53;admin.;divorced;university.degree;no;yes;no;69;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
32;services;married;high.school;no;no;no;91;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
35;management;single;high.school;no;yes;no;52;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
46;technician;married;basic.9y;no;yes;no;226;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
53;admin.;divorced;university.degree;no;no;yes;172;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
34;services;married;high.school;no;yes;no;78;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
38;admin.;single;high.school;no;yes;no;90;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
33;technician;divorced;high.school;no;no;no;70;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
46;technician;married;professional.course;no;yes;no;103;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
37;entrepreneur;single;university.degree;no;no;no;199;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
40;technician;married;professional.course;no;yes;no;110;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
30;admin.;married;high.school;no;yes;no;92;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
29;technician;single;high.school;no;no;yes;206;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
46;admin.;divorced;high.school;no;no;no;91;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
57;self-employed;married;university.degree;no;yes;no;48;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
34;technician;married;university.degree;no;no;no;131;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
45;technician;married;high.school;no;yes;no;79;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
41;self-employed;divorced;university.degree;no;no;no;349;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
30;management;single;high.school;no;no;yes;322;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
56;management;married;university.degree;no;yes;no;125;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
33;services;single;high.school;no;no;no;105;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
39;management;married;high.school;no;no;no;328;2;999;1;-0.1;93.2;-42;4.153;5195.8;0
38;admin.;married;high.school;no;yes;no;67;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
54;technician;married;university.degree;no;no;no;432;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
38;entrepreneur;married;basic.4y;no;yes;yes;224;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
31;management;single;high.school;no;no;no;74;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
50;housemaid;married;basic.4y;no;no;no;109;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
32;technician;single;professional.course;no;yes;yes;89;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
56;admin.;married;professional.course;no;yes;no;124;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
33;technician;single;basic.9y;no;no;no;117;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
31;services;divorced;professional.course;no;yes;no;61;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
58;retired;married;professional.course;no;yes;no;191;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
33;admin.;single;high.school;unknown;yes;no;215;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
31;services;divorced;professional.course;no;no;no;68;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
31;technician;married;high.school;no;no;no;90;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
31;technician;married;high.school;no;no;yes;67;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
34;self-employed;married;basic.9y;no;yes;no;37;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
49;technician;married;professional.course;no;no;no;267;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
29;management;single;university.degree;no;no;yes;73;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
38;management;married;university.degree;no;no;no;61;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
53;management;married;university.degree;no;yes;yes;60;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
29;management;single;university.degree;no;no;no;232;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
41;admin.;single;high.school;no;no;no;143;3;999;1;-0.1;93.2;-42;4.153;5195.8;0
52;services;married;high.school;no;yes;no;251;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
58;retired;married;university.degree;no;yes;no;90;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
29;technician;single;high.school;no;no;no;155;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
31;blue-collar;single;basic.9y;no;yes;no;65;1;4;1;-0.1;93.2;-42;4.153;5195.8;0
32;unemployed;married;university.degree;no;no;no;329;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
49;admin.;single;unknown;unknown;no;no;74;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
56;retired;married;basic.4y;no;no;no;130;3;999;0;-0.1;93.2;-42;4.153;5195.8;0
32;admin.;single;university.degree;no;no;no;398;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
36;technician;single;university.degree;no;no;no;18;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
29;management;single;university.degree;no;no;no;708;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
52;services;married;high.school;no;yes;no;655;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
33;admin.;single;university.degree;no;no;no;100;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
56;technician;married;professional.course;unknown;no;no;81;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
47;management;married;university.degree;no;no;no;126;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
46;management;married;high.school;no;yes;yes;140;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
53;admin.;married;professional.course;no;yes;yes;140;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
35;unemployed;single;university.degree;no;yes;yes;98;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
35;admin.;married;high.school;no;yes;no;84;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
53;management;married;university.degree;no;no;no;756;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
40;services;married;high.school;no;no;no;51;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
50;management;single;university.degree;no;yes;no;600;2;999;1;-0.1;93.2;-42;4.153;5195.8;0
41;entrepreneur;married;high.school;no;yes;no;120;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
33;services;married;high.school;no;no;no;102;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
46;self-employed;married;basic.6y;unknown;yes;no;32;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
45;management;married;university.degree;no;no;no;69;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
37;retired;divorced;basic.9y;unknown;no;no;114;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
54;management;married;university.degree;no;no;no;53;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
35;services;married;basic.9y;no;no;no;281;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
37;retired;divorced;basic.9y;unknown;no;no;198;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
37;retired;divorced;basic.9y;unknown;yes;no;201;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
40;admin.;divorced;university.degree;no;no;no;72;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
37;retired;divorced;basic.9y;unknown;no;no;378;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
54;management;married;university.degree;no;no;no;339;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
36;admin.;married;professional.course;no;yes;no;201;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
35;blue-collar;divorced;basic.9y;no;yes;no;134;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
38;admin.;single;high.school;no;yes;no;133;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
50;unemployed;married;high.school;no;no;no;79;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
32;admin.;married;university.degree;no;yes;no;61;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
50;admin.;married;high.school;no;no;no;46;4;999;0;-0.1;93.2;-42;4.153;5195.8;0
47;management;married;university.degree;no;yes;no;84;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
35;technician;married;university.degree;no;yes;no;63;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
37;admin.;single;university.degree;no;yes;no;95;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
44;blue-collar;single;basic.9y;no;yes;yes;182;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
43;management;married;professional.course;no;no;no;257;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
55;admin.;married;university.degree;no;no;no;71;3;999;0;-0.1;93.2;-42;4.153;5195.8;0
33;entrepreneur;single;university.degree;no;yes;no;295;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
40;blue-collar;divorced;basic.9y;no;yes;no;67;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
45;management;married;university.degree;no;no;no;401;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
40;blue-collar;divorced;basic.9y;no;no;no;137;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
51;blue-collar;married;basic.4y;unknown;no;no;103;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
45;self-employed;married;basic.4y;no;unknown;unknown;121;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
38;unemployed;single;university.degree;no;yes;no;97;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
39;management;single;high.school;unknown;yes;no;68;3;999;0;-0.1;93.2;-42;4.153;5195.8;0
55;blue-collar;married;basic.9y;unknown;no;no;63;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
32;services;divorced;high.school;no;no;yes;98;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
51;blue-collar;married;basic.4y;unknown;yes;no;271;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
39;management;married;university.degree;no;no;no;435;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
39;management;married;university.degree;no;no;no;368;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
44;management;single;university.degree;no;no;no;152;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
47;services;married;high.school;no;no;no;107;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
47;services;married;high.school;no;yes;no;97;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
44;blue-collar;married;basic.9y;no;yes;no;52;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
45;self-employed;married;basic.4y;no;yes;no;475;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
47;services;married;high.school;no;yes;no;164;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
47;services;married;high.school;no;unknown;unknown;125;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
48;technician;divorced;professional.course;no;unknown;unknown;83;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
48;technician;divorced;professional.course;no;yes;yes;86;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
36;management;married;professional.course;no;no;no;68;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
51;services;divorced;high.school;no;no;no;236;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
38;technician;married;basic.9y;no;no;no;142;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
30;admin.;married;high.school;no;no;no;157;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
36;services;divorced;high.school;no;no;no;87;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
52;blue-collar;single;basic.9y;unknown;yes;no;261;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
48;self-employed;married;university.degree;no;no;no;137;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
50;admin.;single;university.degree;no;yes;no;123;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
31;blue-collar;married;basic.9y;no;yes;no;60;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
41;services;married;university.degree;no;no;no;190;3;999;0;-0.1;93.2;-42;4.153;5195.8;0
36;admin.;married;university.degree;no;no;no;51;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
37;blue-collar;single;high.school;unknown;no;no;588;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
30;self-employed;single;high.school;no;no;no;52;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
58;entrepreneur;married;basic.4y;no;no;yes;164;2;999;1;-0.1;93.2;-42;4.153;5195.8;0
43;entrepreneur;married;professional.course;no;no;no;63;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
38;technician;single;university.degree;no;no;no;131;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
41;admin.;married;university.degree;unknown;yes;no;331;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
54;unemployed;married;basic.9y;no;yes;no;127;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
48;blue-collar;married;basic.4y;unknown;yes;no;84;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
32;entrepreneur;married;basic.9y;no;no;no;432;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
50;management;married;university.degree;no;yes;no;94;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
38;entrepreneur;married;basic.4y;no;yes;no;76;3;999;0;-0.1;93.2;-42;4.153;5195.8;0
37;admin.;married;university.degree;no;no;no;475;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
35;blue-collar;married;basic.6y;no;no;no;348;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
30;entrepreneur;single;university.degree;no;yes;yes;309;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
35;admin.;married;university.degree;no;no;no;112;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
50;management;married;university.degree;no;no;no;66;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
35;self-employed;married;professional.course;no;yes;no;91;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
54;self-employed;married;basic.9y;no;no;yes;72;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
32;entrepreneur;married;university.degree;no;no;no;73;3;999;0;-0.1;93.2;-42;4.153;5195.8;0
56;services;divorced;basic.6y;no;yes;no;199;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
31;technician;single;professional.course;no;no;no;165;2;999;1;-0.1;93.2;-42;4.153;5195.8;0
49;admin.;married;university.degree;no;no;no;163;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
45;technician;divorced;professional.course;no;yes;yes;124;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
45;technician;divorced;professional.course;no;yes;yes;178;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
41;blue-collar;married;professional.course;unknown;no;no;124;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
51;services;married;basic.9y;no;no;no;93;1;999;1;-0.1;93.2;-42;4.153;5195.8;0
32;services;married;professional.course;no;yes;yes;265;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
41;blue-collar;married;high.school;no;yes;no;77;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
37;management;married;university.degree;no;no;no;96;2;999;1;-0.1;93.2;-42;4.153;5195.8;0
35;admin.;married;high.school;no;no;yes;140;2;999;1;-0.1;93.2;-42;4.153;5195.8;0
40;admin.;divorced;basic.9y;no;no;no;179;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
36;management;married;university.degree;no;yes;no;155;4;999;0;-0.1;93.2;-42;4.153;5195.8;0
30;admin.;divorced;university.degree;no;yes;yes;384;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
35;technician;married;professional.course;no;no;no;98;3;999;0;-0.1;93.2;-42;4.153;5195.8;0
35;technician;married;university.degree;no;no;no;90;2;999;1;-0.1;93.2;-42;4.153;5195.8;0
47;services;married;high.school;no;no;no;110;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
47;entrepreneur;divorced;university.degree;no;no;no;62;2;999;1;-0.1;93.2;-42;4.153;5195.8;0
34;blue-collar;married;basic.4y;no;no;no;120;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
43;entrepreneur;married;basic.4y;no;yes;no;154;3;999;1;-0.1;93.2;-42;4.153;5195.8;0
37;services;married;high.school;no;yes;no;157;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
50;technician;married;professional.course;no;unknown;unknown;319;2;999;1;-0.1;93.2;-42;4.153;5195.8;0
46;technician;divorced;basic.4y;unknown;yes;no;262;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
35;services;single;professional.course;unknown;yes;no;114;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
36;unemployed;married;basic.6y;no;no;no;177;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
49;blue-collar;married;basic.6y;unknown;no;no;157;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
38;admin.;married;high.school;unknown;yes;yes;65;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
36;blue-collar;single;basic.9y;no;yes;no;82;2;999;1;-0.1;93.2;-42;4.153;5195.8;0
57;blue-collar;married;professional.course;no;no;no;244;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
41;blue-collar;married;basic.6y;no;yes;yes;137;1;999;0;-0.1;93.2;-42;4.153;5195.8;0
51;admin.;married;basic.9y;no;no;yes;110;5;999;0;-0.1;93.2;-42;4.153;5195.8;0
48;admin.;married;unknown;unknown;no;yes;63;3;999;0;-0.1;93.2;-42;4.153;5195.8;0
33;technician;single;professional.course;no;no;no;125;2;999;0;-0.1;93.2;-42;4.153;5195.8;0
